name_cs,callsign_cs,imonumber_cs,flag_cs,length_cs,type_cs,grosstonnage_cs,mmsinumber_cs,latitudedegrees_cs,longitudedegrees_cs,speedoverground_cs,speedoverwater_cs,courseoverground_cs,courseoverwater_cs,headingoverground_cs,headingoverwater_cs,timestamp,is_stopped,name_tug,callsign_tug,imonumber_tug,flag_tug,length_tug,type_tug,grosstonnage_tug,mmsinumber_tug,latitudedegrees_tug,longitudedegrees_tug,speedoverground_tug,speedoverwater_tug,courseoverground_tug,courseoverwater_tug,headingoverground_tug,headingoverwater_tug,dist_m
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.26064940898,103.778607063,0.514444,0.994405,3.05433,175.515,0.436332312999,24.9994,2023-06-02 06:06:52,False,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26097825788,103.778489547,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,38.82995030156314
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.2606108128,103.778624565,0.514444,0.995165,2.92343,167.593,0.436332312999,24.9994,2023-06-02 06:07:02,False,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26091706221,103.778515483,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,36.14807057660277
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.26057097882,103.778652794,0.565889,1.08194,2.83616,162.216,0.418879020479,23.9996,2023-06-02 06:07:12,False,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26088411048,103.778529449,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,37.42135706523251
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.26053452283,103.778656047,0.565889,1.09444,2.79078,160.278,0.418879020479,23.9996,2023-06-02 06:07:22,False,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26084645152,103.778545406,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,36.80115545567848
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.2604953465,103.77865306,0.514444,0.989835,2.80474,160.498,0.418879020479,23.9996,2023-06-02 06:07:32,False,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26078054861,103.778573334,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,32.928233450354426
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.2604119705,103.77869497,0.514444,0.990598,2.86234,164.055,0.418879020479,24.9994,2023-06-02 06:07:42,False,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26074759689,103.7785873,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,39.19243270865877
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.26038055723,103.778692308,0.463,0.892053,2.93739,168.69,0.436332312999,24.9994,2023-06-02 06:07:52,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26067698619,103.778617223,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,34.001866280514896
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.26033473471,103.778696604,0.411556,0.781416,3.02291,174.289,0.453785605519,25.9991,2023-06-02 06:08:02,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26064874225,103.778629193,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,35.711195324406575
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.26030565192,103.778694705,0.411556,0.797213,3.11018,178.603,0.471238898038,26.9989,2023-06-02 06:08:12,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26061579052,103.778643159,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,34.9586761832306
SANTA LOUKIA,9HA3780 ,9634658,MT,,CS,16889,229993000,1.26028533943,103.778688463,0.360111,0.680623,3.17475,181.637,0.488692190558,27.9987,2023-06-02 06:08:22,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26054517983,103.778673082,0.565889,1.09754,2.73842,157.068,2.54818070791,145.997,28.94348495619461
