name_cs,callsign_cs,imonumber_cs,flag_cs,length_cs,type_cs,grosstonnage_cs,mmsinumber_cs,latitudedegrees_cs,longitudedegrees_cs,speedoverground_cs,speedoverwater_cs,courseoverground_cs,courseoverwater_cs,headingoverground_cs,headingoverwater_cs,timestamp,is_stopped,name_tug,callsign_tug,imonumber_tug,flag_tug,length_tug,type_tug,grosstonnage_tug,mmsinumber_tug,latitudedegrees_tug,longitudedegrees_tug,speedoverground_tug,speedoverwater_tug,courseoverground_tug,courseoverwater_tug,headingoverground_tug,headingoverwater_tug,dist_m
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.2712816078,103.784853968,0.514444,0.994405,1.66504,94.4846,0.436332312999,24.9994,2023-06-01 00:22:49,False,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27120815292,103.784665155,0.463,0.892053,1.78373,101.31,1.78023583703,101.997,22.523059058495644
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.2712789808,103.784881578,0.514444,0.994405,1.66504,94.4846,0.436332312999,24.9994,2023-06-01 00:22:59,False,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27120372728,103.784681257,0.411556,0.782624,1.86925,104.381,1.85004900711,105.996,23.78943775669381
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27124458407,103.784921907,0.514444,0.994405,1.66155,94.4846,0.401425727959,22.9999,2023-06-01 00:23:09,False,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27118983204,103.784725894,0.360111,0.694635,1.90764,107.928,1.91986217719,109.995,22.62481259770721
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27124121075,103.784958735,0.514444,0.994405,1.66155,94.4846,0.401425727959,22.9999,2023-06-01 00:23:19,False,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27117616601,103.784743611,0.360111,0.689449,1.94779,111.501,1.91986217719,109.995,24.98458121074528
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27120025985,103.784946338,0.360111,0.684774,2.16595,124.592,0.401425727959,22.9999,2023-06-01 00:23:29,True,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27116411155,103.784763758,0.360111,0.695451,2.04204,116.565,1.90240888467,108.995,20.69114701665512
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27118281687,103.784941341,0.360111,0.673928,2.15723,123.232,0.383972435439,21.9946,2023-06-01 00:23:39,True,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27115172824,103.784778337,0.257222,0.487126,2.06298,118.61,1.76278254451,100.997,18.447546850294927
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27117020101,103.784960207,0.360111,0.673928,2.15723,123.232,0.383972435439,21.9946,2023-06-01 00:23:49,True,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27112975018,103.784762026,0.205778,0.373906,2.07694,117.897,1.69296937443,96.9983,22.485761462919854
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27118415004,103.784990422,0.257222,0.48635,1.50273,87.7094,0.401425727959,22.9999,2023-06-01 00:23:59,True,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27114897034,103.784824203,0.257222,0.495585,2.29685,131.82,1.62315620435,92.9993,18.88768494585259
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27118525773,103.785006563,0.257222,0.48635,1.50273,87.7094,0.401425727959,22.9999,2023-06-01 00:24:09,True,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27113291773,103.784827424,0.308667,0.59502,2.47488,141.633,1.50098315672,85.9955,20.74745489079607
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27122115334,103.785063445,0.257222,0.480881,1.3282,75.9638,0.401425727959,22.9999,2023-06-01 00:24:19,True,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27109753064,103.784841947,0.308667,0.598818,2.51502,144.246,1.34390352404,76.9977,28.20053097876886
CTP MAKASSAR,YDEQ2   ,9181742,ID,,CS,14855,525120018,1.27122797672,103.785077625,0.205778,0.396468,1.33867,78.6901,0.418879020479,23.9996,2023-06-01 00:24:29,True,PSA CAPELLA,9V5831  ,9830202,SG,,TU,333,563066540,1.27107680744,103.784877301,0.360111,0.696808,2.0944,120.141,1.20427718388,68.9996,27.90131035622617
