name,callsign,imonumber,flag,length,type,grosstonnage,mmsinumber,latitudedegrees,longitudedegrees,speedoverground,speedoverwater,courseoverground,courseoverwater,headingoverground,headingoverwater,timestamp,is_stopped,lat_tug_9382528,lon_tug_9382528,sog_tug_9382528,heading_tug_9382528,lat_tug_9727687,lon_tug_9727687,sog_tug_9727687,heading_tug_9727687,lat_tug_9813709,lon_tug_9813709,sog_tug_9813709,heading_tug_9813709
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:29:08,True,1.26780698147,103.779650706,4.99011,0.0,1.27231500796,103.775353956,0.360111,312.995,1.26984927575,103.77396094,0.565889,287.996
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:29:18,True,1.26748267705,103.779646406,4.99011,0.0,1.27230964135,103.775382808,0.102889,285.996,1.26993631023,103.773995282,0.565889,298.998
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:29:28,True,1.26716632576,103.779634306,4.99011,0.0,1.2723321902,103.775322884,0.463,277.998,1.26997086446,103.77400467,0.565889,298.998
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:29:38,True,1.26644770516,103.77953095,5.093,0.0,1.27232754776,103.775294147,0.411556,270.0,1.2699784311,103.773998317,0.308667,307.996
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:29:48,True,1.26605838633,103.779497107,5.40167,0.0,1.27232798173,103.77526004,0.360111,277.998,1.26999795958,103.773997641,0.308667,307.996
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:29:58,True,1.26537707838,103.779437883,5.40167,0.0,1.27232926695,103.775229539,0.360111,277.998,1.27001151039,103.77399664,0.257222,311.995
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:30:08,True,1.26491344274,103.779251481,5.71033,0.0,1.27233283204,103.775205312,0.257222,291.995,1.270035007,103.773984767,0.205778,317.0
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:30:18,True,1.26427717733,103.779104188,5.60744,0.0,1.27233429464,103.775219369,0.102889,290.995,1.27004665499,103.773978966,0.205778,317.0
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:30:28,True,1.26386351523,103.779018725,5.60744,0.0,1.27232955074,103.775231908,0.102889,300.998,1.27004331892,103.773972894,0.205778,317.999
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:30:38,True,1.26351592705,103.778952393,5.60744,0.0,1.27239128884,103.775239742,0.360111,306.996,1.27004779429,103.773951379,0.205778,301.998
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27012669255,103.771923893,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:30:48,True,1.26273575255,103.778735986,5.60744,0.0,1.27242099411,103.775236512,0.360111,305.997,1.27004933669,103.773938524,0.205778,301.998
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27022502586,103.771905559,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:30:58,True,1.26244359216,103.778655135,5.60744,0.0,1.27247479955,103.775239196,0.411556,298.998,1.27005114137,103.773928713,0.205778,301.998
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27022502586,103.771905559,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:31:08,True,1.26209687284,103.778630448,5.71033,0.0,1.272506756,103.775243003,0.463,291.995,1.27005270347,103.773919131,0.154333,307.996
MSC ELIZABETH III,5LBN9   ,9215892,LR,,CS,26718,636020953,1.27022502586,103.771905559,0.0,0.0,0.66497,0.0,3.70009801423,211.998,2023-07-31 14:31:18,True,1.26156279979,103.778523472,4.57856,0.0,1.2725359107,103.775250338,0.463,289.995,1.27005426557,103.773909549,0.154333,307.996
