name,callsign,imonumber,flag,length,type,grosstonnage,mmsinumber,latitudedegrees,longitudedegrees,speedoverground,speedoverwater,courseoverground,courseoverwater,headingoverground,headingoverwater,timestamp,is_stopped,lat_tug_0,lon_tug_0,sog_tug_0,heading_tug_0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:08:59,True,1.26901741529,103.864877226,0.257222,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:09:09,True,1.42908052412,104.031928861,0.617333,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:09:19,True,1.27082835905,103.866957226,0.0514444,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:09:29,True,1.29405418866,103.755357223,0.0514444,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:09:39,True,1.16852956579,103.765529526,1.02889,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:09:49,True,1.27028335901,103.866887227,0.0,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:09:59,True,1.2945950255,103.617322233,0.0,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:10:09,True,1.43149835602,104.036785557,0.0,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:10:19,True,1.27028335901,103.866887227,0.0,0.0
INESSA,V7A4338 ,9832999,MH,,CS,19035,538009116.0,1.28705502612,103.766218892,0.0,0.0,4.70017,0.0,5.2534410485,300.998,2023-06-13 12:10:29,True,1.30839835978,103.72694389,0.0514444,0.0
