name,callsign,imonumber,flag,length,type,grosstonnage,mmsinumber,latitudedegrees,longitudedegrees,speedoverground,speedoverwater,courseoverground,courseoverwater,headingoverground,headingoverwater,timestamp,is_stopped,lat_tug_0,lon_tug_0,sog_tug_0,heading_tug_0,lat_tug_9456472,lon_tug_9456472,sog_tug_9456472,heading_tug_9456472,lat_tug_9511882,lon_tug_9511882,sog_tug_9511882,heading_tug_9511882,lat_tug_9727675,lon_tug_9727675,sog_tug_9727675,heading_tug_9727675,lat_tug_9813709,lon_tug_9813709,sog_tug_9813709,heading_tug_9813709,lat_tug_9830472,lon_tug_9830472,sog_tug_9830472,heading_tug_9830472,lat_tug_9868417,lon_tug_9868417,sog_tug_9868417,heading_tug_9868417,lat_tug_9892860,lon_tug_9892860,sog_tug_9892860,heading_tug_9892860
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:58:02,True,1.27315002573,103.64014556,0.0,0.0,1.29091502627,103.760553897,0.0,0.0,1.29087502516,103.760547229,0.0,0.0,1.29050125984,103.760799957,0.0514444,302.997,1.2907183595,103.76053223,0.0,115.999,1.29304336011,103.740280557,0.565889,320.999,1.28259502587,103.750048895,52.6277,29.9982,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:58:12,True,1.269898359,103.866957226,0.0,0.0,1.29091835981,103.760542226,0.0,0.0,1.29086669247,103.760547229,0.0,0.0,1.2904946809,103.760818744,0.0514444,302.997,1.2907183595,103.76053223,0.0,115.999,1.29339971238,103.739998142,0.205778,26.9989,1.28305835902,103.750365559,52.6277,33.9972,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:58:22,True,1.35828335827,104.033310565,0.0,0.0,1.29092502558,103.760543893,0.0,0.0,1.29086669247,103.760547229,0.0,0.0,1.29045502591,103.760797229,0.0,302.997,1.2907183595,103.76053223,0.0,115.999,1.29342541678,103.739993911,0.205778,26.9989,1.28356002604,103.750767223,52.6277,33.9972,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:58:32,True,0.974638356038,104.0503739,0.0,0.0,1.29092502593,103.760553896,0.0,0.0,1.29086669247,103.760547229,0.0,0.0,1.29043669141,103.760798889,0.0,303.997,1.29072669166,103.760517225,0.0,109.995,1.29343826898,103.739991796,0.205778,26.9989,1.28356002604,103.750767223,52.6277,33.9972,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:58:42,True,1.22833199803,103.636623873,0.0514444,0.0,1.29092169239,103.760565558,0.0,0.0,1.29086002676,103.76054723,0.0,0.0,1.29045335819,103.760838892,0.0,302.997,1.29072669166,103.760517225,0.0,109.995,1.29343826898,103.739991796,0.205778,26.9989,1.28443835919,103.751443891,52.6277,36.9965,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:58:52,True,1.26914878121,103.865702226,0.102889,0.0,1.29092169239,103.760565558,0.0,0.0,1.29085335884,103.76054723,0.0,0.0,1.29046627531,103.760861145,0.0514444,303.997,1.29072669166,103.760517225,0.0,109.995,1.29348049731,103.739984853,0.205778,26.9989,1.28491002615,103.751850559,52.6277,41.9952,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:59:02,True,1.06917335418,103.903317228,0.0,0.0,1.29091169266,103.760563891,0.0,0.0,1.29084669266,103.760533892,0.0,0.0,1.29045149402,103.760819193,0.0514444,302.997,1.29072669166,103.760517225,0.0,109.995,1.29349334951,103.739982738,0.205778,26.9989,1.28491002615,103.751850559,52.6277,41.9952,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:59:12,True,1.4021690909,104.015791963,0.257222,0.0,1.29090609758,103.760557933,0.0514444,0.0,1.29084669266,103.760533892,0.0,0.0,1.29045289399,103.760823563,0.0514444,302.997,1.29072669166,103.760517225,0.0,109.995,1.29351721693,103.739978814,0.205778,26.9989,1.28564669326,103.752665559,52.6277,50.9985,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:59:22,True,1.2699566924,103.865772226,0.102889,0.0,1.29090169282,103.76055889,0.0514444,0.0,1.29085169139,103.760533892,0.0,0.0,1.2904581007,103.760773257,0.0514444,302.997,1.29072669166,103.760517225,0.0,109.995,1.29353006913,103.739976699,0.205778,26.9989,1.28599669304,103.753197228,52.6277,50.9985,1.2920066918,103.741248893,0.771667,136.0
BIENDONG FORTUNE,3WNH    ,9336323,VN,,CS,5725,574343000,1.28986669184,103.761717227,0.0,0.0,1.14145,0.0,2.12930168743,121.998,2023-06-10 04:59:32,True,1.26166669266,103.845683893,0.0,0.0,1.29090169282,103.76055889,0.0,0.0,1.29085169139,103.760533892,0.0,0.0,1.29045635907,103.760722617,0.0514444,302.997,1.29072669166,103.760517225,0.0,109.995,1.29355760829,103.73997217,0.205778,26.9989,1.28599669304,103.753197228,52.6277,56.9971,1.2920066918,103.741248893,0.771667,136.0
