name,callsign,imonumber,flag,length,type,grosstonnage,mmsinumber,latitudedegrees,longitudedegrees,speedoverground,speedoverwater,courseoverground,courseoverwater,headingoverground,headingoverwater,timestamp,is_stopped,lat_tug_9456513,lon_tug_9456513,sog_tug_9456513,heading_tug_9456513,lat_tug_9511909,lon_tug_9511909,sog_tug_9511909,heading_tug_9511909,lat_tug_9892860,lon_tug_9892860,sog_tug_9892860,heading_tug_9892860
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.26793099465,103.770195967,0.514444,0.978316,5.43321,310.972,5.18362787842,296.999,2023-06-26 03:07:18,False,1.26242404706,103.780466101,0.0514444,0.0,1.26711357911,103.770086431,1.02889,18.9954,1.26721269958,103.764179392,1.54333,41.9952
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.2679626851,103.770134517,0.720222,1.37629,5.34769,306.384,5.18362787842,296.999,2023-06-26 03:07:28,False,1.26242501008,103.780469194,0.0514444,0.0,1.26711621564,103.770040697,0.977444,15.9961,1.26713862876,103.764116085,1.54333,41.9952
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.26799227251,103.770091467,0.720222,1.38559,5.30231,304.136,5.18362787842,296.999,2023-06-26 03:07:38,False,1.26242514767,103.780464631,0.0514444,0.0,1.26719345736,103.769931107,1.18322,35.9967,1.26712849157,103.764122166,0.565889,31.9977
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.2680460238,103.770021145,0.720222,1.38054,5.27962,302.347,5.18362787842,296.999,2023-06-26 03:07:48,False,1.26242016319,103.780461003,0.0514444,0.0,1.26723097876,103.769899043,1.18322,46.9995,1.26710157838,103.764098668,0.565889,31.9977
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.26806276315,103.770003419,0.720222,1.39104,5.28835,303.024,5.20108117094,297.999,2023-06-26 03:07:58,False,1.26242112648,103.780464092,0.0514444,0.0,1.26735416254,103.769790812,1.23467,73.9984,1.26711022647,103.764126914,0.154333,25.9991
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.26813030072,103.76990729,0.720222,1.39104,5.29358,303.024,5.20108117094,297.999,2023-06-26 03:08:08,False,1.26242210517,103.780465219,0.0514444,0.0,1.26740998952,103.769735406,1.23467,77.9974,1.26713544617,103.764165583,0.360111,16.9958
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.2681664289,103.769866969,0.720222,1.37478,5.30056,303.465,5.20108117094,297.999,2023-06-26 03:08:18,False,1.26242320592,103.780468751,0.0514444,0.0,1.26746168651,103.769690522,1.23467,77.9974,1.26715198253,103.764181167,0.360111,16.9958
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.26819684242,103.769830632,0.668778,1.28852,5.31104,303.93,5.21853446346,298.998,2023-06-26 03:08:28,False,1.26242210523,103.780456883,0.0514444,0.0,1.2675769491,103.769590364,1.18322,77.9974,1.26724294141,103.764209927,0.668778,14.9963
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.26823750118,103.769774314,0.668778,1.28852,5.31627,303.93,5.21853446346,298.998,2023-06-26 03:08:38,False,1.26242306824,103.780459972,0.0514444,0.0,1.26762869076,103.769528939,1.33756,78.9972,1.26728304372,103.764223413,0.668778,14.9963
MSC IDA II,D5WM9   ,9224946,LR,,CS,26050,636019861,1.26827717742,103.769727509,0.668778,1.28353,5.32849,305.134,5.21853446346,298.998,2023-06-26 03:08:48,False,1.26242306824,103.780459972,0.0514444,0.0,1.26774237899,103.769427622,1.18322,70.9991,1.26734443572,103.764248945,0.874556,4.99878
