name,callsign,imonumber,flag,length,type,grosstonnage,mmsinumber,latitudedegrees,longitudedegrees,speedoverground,speedoverwater,courseoverground,courseoverwater,headingoverground,headingoverwater,timestamp,is_stopped,lat_tug_9511909,lon_tug_9511909,sog_tug_9511909,heading_tug_9511909,lat_tug_9678446,lon_tug_9678446,sog_tug_9678446,heading_tug_9678446,lat_tug_9727338,lon_tug_9727338,sog_tug_9727338,heading_tug_9727338,lat_tug_9830197,lon_tug_9830197,sog_tug_9830197,heading_tug_9830197,lat_tug_9903308,lon_tug_9903308,sog_tug_9903308,heading_tug_9903308
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:42:32,False,1.29075961008,103.760408117,0.0514444,107.996,1.29069502533,103.760757225,0.0,0.0,1.29074835989,103.760633894,0.0,0.0,1.29025085791,103.761250868,0.0514444,0.0,1.28901502514,103.763140556,0.205778,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:42:42,False,1.2907611709,103.760403168,0.0514444,107.996,1.29066169308,103.760777224,0.0,0.0,1.29074835989,103.760633894,0.0,0.0,1.29035746117,103.761264974,0.0514444,0.0,1.2890183591,103.763140556,0.102889,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:42:52,False,1.29075898277,103.760400773,0.0514444,107.996,1.29064169304,103.760757227,0.0,0.0,1.29074835989,103.760633894,0.0,0.0,1.29035781148,103.761243669,0.0514444,0.0,1.28902002654,103.763153894,0.257222,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:43:02,False,1.29075669177,103.760423895,0.0,107.996,1.29062335866,103.76076223,0.0,0.0,1.29074502605,103.760637228,0.0,0.0,1.29029028899,103.76124647,0.0514444,0.0,1.28901335862,103.763153894,0.102889,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:43:12,False,1.29075669177,103.760423895,0.0,107.996,1.29062835877,103.760738897,0.0,0.0,1.29075169146,103.760628892,0.0,0.0,1.29025822811,103.76125558,0.0514444,0.0,1.28901535688,103.763156649,0.102889,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:43:22,False,1.2907372128,103.760404143,0.0514444,107.996,1.29063169255,103.760733895,0.0,0.0,1.29073335923,103.760632227,0.0,0.0,1.29020378456,103.761236365,0.0514444,0.0,1.289012829,103.763162002,0.257222,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:43:32,False,1.29074679522,103.760405512,0.0514444,108.995,1.29062502528,103.760752226,0.0,0.0,1.29073669325,103.760633894,0.0,0.0,1.29028315574,103.761261818,0.0514444,0.0,1.28901335908,103.763167223,0.0514444,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:43:42,False,1.29074742009,103.760406196,0.0514444,108.995,1.29062502546,103.760757228,0.0,0.0,1.29074502617,103.760640563,0.0,0.0,1.29026926628,103.761277744,0.0514444,0.0,1.28900669337,103.763167223,0.205778,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:43:52,False,1.29074304603,103.760401405,0.0514444,108.995,1.29063669157,103.760742223,0.0,0.0,1.29074502617,103.760640563,0.0,0.0,1.29026177029,103.761274954,0.0514444,0.0,1.28900669337,103.763167223,0.0,0.0
METHI BHUM,9VBE4   ,9240457,SG,,CS,9661,564354000,1.28990002504,103.761850559,52.6277,0.0,6.28319,0.0,2.11184839491,120.998,2023-05-15 23:44:02,False,1.29076179535,103.760392182,0.0514444,108.995,1.29062502505,103.760745557,0.0,0.0,1.29075169164,103.760633894,0.0,0.0,1.29024928195,103.761264943,0.0514444,0.0,1.28900334772,103.76314834,0.102889,0.0
