name,callsign,imonumber,flag,length,type,grosstonnage,mmsinumber,latitudedegrees,longitudedegrees,speedoverground,speedoverwater,courseoverground,courseoverwater,headingoverground,headingoverwater,timestamp,is_stopped,lat_tug_0,lon_tug_0,sog_tug_0,heading_tug_0,lat_tug_9382528,lon_tug_9382528,sog_tug_9382528,heading_tug_9382528,lat_tug_9456513,lon_tug_9456513,sog_tug_9456513,heading_tug_9456513,lat_tug_9511870,lon_tug_9511870,sog_tug_9511870,heading_tug_9511870,lat_tug_9511882,lon_tug_9511882,sog_tug_9511882,heading_tug_9511882,lat_tug_9511909,lon_tug_9511909,sog_tug_9511909,heading_tug_9511909,lat_tug_9679268,lon_tug_9679268,sog_tug_9679268,heading_tug_9679268,lat_tug_9727338,lon_tug_9727338,sog_tug_9727338,heading_tug_9727338,lat_tug_9830197,lon_tug_9830197,sog_tug_9830197,heading_tug_9830197,lat_tug_9869617,lon_tug_9869617,sog_tug_9869617,heading_tug_9869617,lat_tug_9951604,lon_tug_9951604,sog_tug_9951604,heading_tug_9951604
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28966989938,103.761953303,0.565889,1.08473,0.640536,36.2538,2.09439510239,119.998,2023-05-12 19:03:53,False,1.24542309287,103.740986247,1.08033,0.0,1.26428633186,103.766297715,6.43056,0.0,1.29066680636,103.760271014,0.0514444,0.0,1.29092367006,103.760547973,0.0514444,0.0,1.29088115323,103.760515912,0.0514444,0.0,1.29079617444,103.760318104,0.0514444,109.995,1.2907150249,103.760327224,0.0,0.0,1.28737075417,103.749797645,2.88089,0.0,1.28757608774,103.75112944,2.82944,0.0,1.29073835852,103.76071056,0.0,36.9965,1.29180002476,103.724597222,0.0,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28969862074,103.761974572,0.565889,1.08473,0.640536,36.2538,2.09439510239,119.998,2023-05-12 19:04:03,False,1.29396335946,103.754775561,0.0,0.0,1.26466335552,103.766069955,6.32767,0.0,1.29066562046,103.760264038,0.0514444,0.0,1.2909213935,103.760542507,0.0514444,0.0,1.29088273199,103.760518746,0.0,0.0,1.29079923455,103.760315998,0.0514444,109.995,1.29071169303,103.76032389,0.0,0.0,1.28740109778,103.74996977,2.82944,0.0,1.28757608774,103.75112944,2.82944,0.0,1.29074835818,103.760710559,0.0,35.9967,1.29180002476,103.724597222,0.0,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28968157279,103.76195733,0.154333,0.287005,0.472984,28.3008,2.09439510239,119.998,2023-05-12 19:04:16,True,1.27319669258,103.640327227,0.0,0.0,1.26536471134,103.765581707,6.27622,0.0,1.29067489826,103.760267337,0.0514444,0.0,1.29093504044,103.760536583,0.0514444,0.0,1.29088786534,103.760516947,0.0514444,0.0,1.29080231953,103.760330643,0.0514444,110.995,1.29071169303,103.76032389,0.0,0.0,1.28760336025,103.75046044,2.778,0.0,1.28764885597,103.751801289,3.03522,0.0,1.2907516922,103.760712226,0.0,35.9967,1.29179835999,103.724597223,0.0514444,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28964835941,103.761967229,0.0,0.0,1.52542,0.0,2.09439510239,119.998,2023-05-12 19:04:23,True,1.27154669241,103.640185561,0.0,0.0,1.26567765943,103.765305547,6.37911,0.0,1.29067489826,103.760267337,0.0514444,0.0,1.29094154914,103.760529546,0.0514444,0.0,1.29088786534,103.760516947,0.0514444,0.0,1.29081155575,103.760344507,0.0514444,111.995,1.29071835862,103.760320564,0.0,0.0,1.28760336025,103.75046044,2.778,0.0,1.28764885597,103.751801289,3.03522,0.0,1.29074502649,103.760712227,0.0,36.9965,1.29179518727,103.724598311,0.0514444,218.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28965907818,103.76194781,0.0,0.0824703,1.52542,45.0,2.09439510239,119.998,2023-05-12 19:04:33,True,1.2977852171,103.953953511,6.99644,0.0,1.26600517684,103.765070839,6.37911,0.0,1.29068021914,103.760261748,0.0514444,0.0,1.29093669169,103.760528896,0.0,0.0,1.29088335887,103.760513893,0.0,0.0,1.29081461585,103.760342401,0.0514444,111.995,1.29071169315,103.760327224,0.0,0.0,1.28766703671,103.750856549,2.778,0.0,1.28761135765,103.752169051,2.93233,0.0,1.29073335829,103.760730558,0.0,36.9965,1.29179255332,103.724600215,0.0514444,218.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28967113787,103.761948713,0.0514444,0.0971922,0.93026,53.1301,2.09439510239,119.998,2023-05-12 19:04:43,True,1.31621991248,104.15524386,2.21211,113.0,1.26661191707,103.764237676,6.27622,0.0,1.29069063376,103.760257711,0.0514444,0.0,1.29093169314,103.76053389,0.0,0.0,1.29088335887,103.760513893,0.0,0.0,1.29079923144,103.760352931,0.0514444,111.995,1.2907216927,103.760323889,0.0,0.0,1.28764329159,103.751165879,2.67511,0.0,1.28760542535,103.752350505,2.93233,0.0,1.29072002519,103.760745563,0.0,36.9965,1.29179104263,103.724590791,0.154333,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28966502583,103.761933893,0.0,0.0,3.7542,0.0,2.09439510239,119.998,2023-05-12 19:04:53,True,1.09672835798,103.889687225,0.0,0.0,1.26687613705,103.763942845,6.27622,0.0,1.29069427244,103.760258492,0.0514444,0.0,1.29092958258,103.760539821,0.0514444,0.0,1.29088196135,103.760516491,0.0,0.0,1.290800554,103.760353308,0.0514444,111.995,1.2907216927,103.760323889,0.0,0.0,1.28768289273,103.751390188,2.67511,0.0,1.28763994428,103.752760646,2.88089,0.0,1.29071835845,103.760752223,0.0,36.9965,1.2917966931,103.72459889,0.154333,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28966663993,103.761937227,0.0514444,0.0869314,1.12225,63.4349,2.09439510239,119.998,2023-05-12 19:05:03,True,1.06580502497,103.906693892,0.0,0.0,1.267105782,103.763510919,6.12189,0.0,1.29071204374,103.760251699,0.0514444,0.0,1.29092276016,103.76054112,0.0514444,0.0,1.29087335873,103.760500556,0.0,0.0,1.2908013973,103.760349711,0.0514444,113.0,1.29072502475,103.760332225,0.0,0.0,1.28768289273,103.751390188,2.67511,0.0,1.2876291623,103.75297233,2.778,0.0,1.29071502473,103.760758892,0.0,36.9965,1.29179836007,103.72459889,0.102889,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28966931548,103.761924109,0.102889,0.179214,0.694641,40.6013,2.09439510239,119.998,2023-05-12 19:05:16,True,1.30772502642,103.727607223,0.0,0.0,1.26751191145,103.762759701,6.12189,0.0,1.29071890963,103.760230955,0.0514444,0.0,1.29092775895,103.760542787,0.0514444,0.0,1.29086891875,103.760504531,0.0514444,0.0,1.29080690834,103.760351974,0.0514444,113.0,1.29074002667,103.760307225,0.0,0.0,1.28762556152,103.752006032,2.57222,0.0,1.28761415769,103.753329605,2.62367,0.0,1.29070502506,103.760758892,0.0,36.9965,1.29180002484,103.72459889,0.102889,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28966467198,103.761917036,0.0514444,0.0824703,3.90779,225.0,2.09439510239,119.998,2023-05-12 19:05:23,True,1.30750335712,103.654502218,0.0,0.0,1.26773456176,103.762370174,6.07044,0.0,1.29071890963,103.760230955,0.0514444,0.0,1.29093140645,103.760543524,0.0514444,0.0,1.29086891875,103.760504531,0.0514444,0.0,1.29080570778,103.760367392,0.0514444,113.0,1.29074002667,103.760307225,0.0,0.0,1.28762556152,103.752006032,2.57222,0.0,1.28756047297,103.753467117,2.62367,0.0,1.29071169256,103.76074723,0.0,36.9965,1.29180002492,103.724600557,0.0,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28967169154,103.761933893,0.0514444,0.0,3.90779,0.0,2.09439510239,119.998,2023-05-12 19:05:33,True,1.07504501757,103.898212227,0.0,72.9987,1.26803811119,103.76213716,6.07044,0.0,1.29072019232,103.760227981,0.0514444,0.0,1.29093821595,103.760551211,0.0514444,0.0,1.29086335836,103.760480559,0.0,0.0,1.29080638992,103.760364233,0.0514444,113.0,1.29074002529,103.760330558,0.0,0.0,1.28754097597,103.752344576,2.57222,0.0,1.28756096069,103.753635093,2.62367,0.0,1.29072169205,103.760742228,0.0,37.9962,1.29180002492,103.724600557,0.0,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28968283362,103.761960269,0.308667,0.577947,0.736529,42.2737,2.09439510239,119.998,2023-05-12 19:05:43,True,1.30621002668,103.727648889,0.0,0.0,1.26852806207,103.76137568,6.12189,0.0,1.29071310499,103.760230473,0.0514444,0.0,1.29093276006,103.760547789,0.0514444,0.0,1.29086002661,103.760480559,0.0,0.0,1.29080995322,103.760356397,0.0514444,114.0,1.29074002673,103.760308893,0.0,0.0,1.28755549755,103.752748804,2.57222,0.0,1.28773333623,103.754012956,2.62367,0.0,1.29071669297,103.760732225,0.0,37.9962,1.2918016919,103.724600557,0.0514444,218.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.2896803494,103.76195146,0.102889,0.184409,0.390954,18.4349,2.09439510239,119.998,2023-05-12 19:05:53,True,1.45191391445,104.018336136,1.389,0.0,1.26879212949,103.761022392,6.12189,0.0,1.29071310499,103.760230473,0.0514444,0.0,1.2909234711,103.760540804,0.0514444,0.0,1.29086983279,103.760503443,0.0,0.0,1.29081254941,103.760347429,0.0514444,114.0,1.29074002673,103.760308893,0.0,0.0,1.28755382782,103.752907347,2.52078,0.0,1.28778422451,103.754192232,2.72656,0.0,1.29071335919,103.760737227,0.0,37.9962,1.29180169198,103.724602224,0.0514444,218.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.289671692,103.76194723,0.0,0.0,1.29154,0.0,2.09439510239,119.998,2023-05-12 19:06:03,True,0.945753309936,103.63595288,1.13178,0.0,1.26896278575,103.760595109,6.27622,0.0,1.29069675544,103.760232939,0.0514444,0.0,1.29091513654,103.760550378,0.0514444,0.0,1.29086335907,103.760500556,0.0,0.0,1.29080924209,103.760351237,0.0514444,114.0,1.29072169282,103.760327224,0.0,0.0,1.28748741241,103.753048711,2.52078,0.0,1.287832059,103.754365559,2.72656,0.0,1.29071502611,103.76073556,0.0,37.9962,1.2918016919,103.724600557,0.0514444,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28967502596,103.76194723,0.0,0.0,1.43292,0.0,2.09439510239,119.998,2023-05-12 19:06:16,True,1.30776669035,103.652488901,0.0,0.0,1.26951395213,103.759984394,6.07044,0.0,1.29069332667,103.760236642,0.0514444,0.0,1.29092002494,103.760552229,0.0,0.0,1.29086669302,103.760500556,0.0,0.0,1.29080728343,103.760344577,0.0514444,114.0,1.2907300258,103.76033556,0.0,0.0,1.28741690739,103.753407507,2.46933,0.0,1.28786595236,103.754764864,2.72656,0.0,1.29071836007,103.76073556,0.0,37.9962,1.29180335888,103.724600557,0.0,218.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28960835911,103.761920557,0.0,0.0,1.41372,0.0,2.09439510239,119.998,2023-05-12 19:06:23,True,1.19006364578,103.827689632,0.0,0.0,1.26980567056,103.759640757,6.019,0.0,1.29069332667,103.760236642,0.0514444,0.0,1.29092002494,103.760552229,0.0514444,0.0,1.29086669302,103.760500556,0.0,0.0,1.2908087933,103.760334916,0.0514444,114.999,1.2907300258,103.76033556,0.0,0.0,1.28741690739,103.753407507,2.46933,0.0,1.28786595236,103.754764864,2.72656,0.0,1.29072169344,103.760718896,0.0,37.9962,1.29180335871,103.724597222,0.0,217.996
ALS SUMIRE,9V2582  ,9153070,SG,,CS,14089,564391000,1.28966669153,103.761833895,0.0,0.0,1.43117,0.0,2.09439510239,119.998,2023-05-12 19:06:33,True,1.45190336829,104.018351948,1.389,0.0,1.27005160302,103.759351585,6.019,0.0,1.29068855978,103.760236827,0.0514444,0.0,1.29091660488,103.760552431,0.0514444,0.0,1.29086335954,103.760513894,0.0,0.0,1.29080586994,103.760332907,0.0514444,114.999,1.29072169305,103.760333893,0.0,0.0,1.28740205163,103.753732333,2.46933,0.0,1.28791522505,103.755138344,2.778,0.0,1.29072002593,103.760703891,0.0,37.9962,1.29180335871,103.724597222,0.0514444,217.996
