name,callsign,imonumber,flag,length,type,grosstonnage,mmsinumber,latitudedegrees,longitudedegrees,speedoverground,speedoverwater,courseoverground,courseoverwater,headingoverground,headingoverwater,timestamp,is_stopped,lat_tug_9382528,lon_tug_9382528,sog_tug_9382528,heading_tug_9382528,lat_tug_9386108,lon_tug_9386108,sog_tug_9386108,heading_tug_9386108,lat_tug_9456472,lon_tug_9456472,sog_tug_9456472,heading_tug_9456472,lat_tug_9511909,lon_tug_9511909,sog_tug_9511909,heading_tug_9511909,lat_tug_9679268,lon_tug_9679268,sog_tug_9679268,heading_tug_9679268,lat_tug_9727338,lon_tug_9727338,sog_tug_9727338,heading_tug_9727338,lat_tug_9813709,lon_tug_9813709,sog_tug_9813709,heading_tug_9813709,lat_tug_9830197,lon_tug_9830197,sog_tug_9830197,heading_tug_9830197,lat_tug_9868417,lon_tug_9868417,sog_tug_9868417,heading_tug_9868417
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28987724852,103.76186145,2.00633,3.88817,1.00531,57.6606,2.07694180987,118.998,2023-05-29 08:02:32,False,1.29030335898,103.760907227,0.0514444,0.0,1.29101688724,103.760327959,0.0514444,0.0,1.29076417255,103.760247187,0.0514444,0.0,1.29074366299,103.760490496,0.0514444,274.999,1.28415502542,103.759533896,0.0,0.0,1.29068002582,103.760725558,0.0,0.0,1.29088502635,103.760278895,0.0,111.995,1.29080269271,103.76058105,0.0514444,0.0,1.2909516928,103.760605561,52.6277,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28994530473,103.761968,2.00633,3.88817,1.00531,57.6606,2.07694180987,118.998,2023-05-29 08:02:42,False,1.29029835804,103.760907227,0.0,0.0,1.29101008661,103.760321203,0.0514444,0.0,1.29076573743,103.760232138,0.0514444,0.0,1.29074720003,103.760489337,0.0514444,274.999,1.28416502526,103.759538889,0.0,0.0,1.29068002582,103.760725558,0.0,0.0,1.29088917755,103.760287661,0.0514444,115.999,1.29082427198,103.76055483,0.0514444,0.0,1.2909516928,103.760605561,52.6277,294.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28983835865,103.761620556,2.00633,0.0,1.00531,0.0,2.07694180987,118.998,2023-05-29 08:02:52,False,1.29029835804,103.760907227,0.0,0.0,1.29101017063,103.760324441,0.0514444,0.0,1.29076557638,103.760235543,0.0514444,0.0,1.29074233801,103.760484257,0.0514444,276.998,1.28415835967,103.759542224,0.0,0.0,1.29067502685,103.760718889,0.0,0.0,1.29089204569,103.760289197,0.0514444,115.999,1.29083894594,103.760558322,0.0514444,0.0,1.29095335805,103.76061889,52.6277,294.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28981002559,103.761653893,0.0,0.0,0.00174533,0.0,2.07694180987,118.998,2023-05-29 08:03:02,True,1.29029835804,103.760907227,0.0,0.0,1.29101013722,103.760316386,0.0514444,0.0,1.2907693807,103.760237789,0.0514444,0.0,1.29073337988,103.760467041,0.0514444,282.997,1.28415002552,103.759532229,0.0,0.0,1.29068669212,103.76074223,0.0,0.0,1.29089532231,103.760290951,0.0514444,115.999,1.29084813828,103.760580197,0.0514444,0.0,1.29094669163,103.760598893,52.6277,296.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28981002559,103.761653893,0.0,0.0,0.00174533,0.0,2.07694180987,118.998,2023-05-29 08:03:13,True,1.29030502596,103.760907227,0.0,0.0,1.29101022124,103.760319623,0.0514444,0.0,1.29077232588,103.760232568,0.0514444,0.0,1.29073341949,103.760463347,0.0514444,282.997,1.28417335917,103.759542223,0.0,0.0,1.29068669212,103.76074223,0.0,0.0,1.29090146706,103.760294233,0.0514444,115.999,1.29088131335,103.760548264,0.0514444,0.0,1.29093835888,103.760597226,52.6277,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.2898066921,103.76166723,0.0,0.0,0.00174533,0.0,2.07694180987,118.998,2023-05-29 08:03:22,True,1.29031169317,103.760887229,0.0,0.0,1.29101339637,103.760323616,0.0514444,0.0,1.29078319097,103.760230286,0.0514444,0.0,1.29073714398,103.760455686,0.0514444,282.997,1.2842150261,103.759547223,0.0,0.0,1.29068669229,103.760747223,0.0,0.0,1.29090474368,103.760295988,0.0514444,115.999,1.29088261361,103.760542455,0.0514444,0.0,1.29093835888,103.760597226,52.6277,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28978335966,103.761691853,0.102889,0.194384,1.5708,90.0,2.07694180987,118.998,2023-05-29 08:03:32,True,1.29031336015,103.760887229,0.0,0.0,1.29102011286,103.7603238,0.0514444,0.0,1.29078645839,103.760221854,0.0514444,0.0,1.29073759869,103.760452484,0.0514444,285.996,1.28422502541,103.759537228,0.0,0.0,1.29068669188,103.760735561,0.0,0.0,1.29090761182,103.760297523,0.0514444,115.999,1.29089533103,103.760537155,0.0514444,0.0,1.29093835906,103.760602228,52.6277,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28978335992,103.76169925,0.102889,0.194384,1.5708,90.0,2.07694180987,118.998,2023-05-29 08:03:42,True,1.29031336015,103.760887229,0.0514444,0.0,1.29102342035,103.760324537,0.0514444,0.0,1.2907999555,103.760224617,0.0514444,0.0,1.2907380512,103.760449281,0.0514444,285.996,1.28421002561,103.759528893,0.0,0.0,1.29068669188,103.760735561,0.0,0.0,1.29091375657,103.760300814,0.0514444,115.999,1.29091665689,103.760524738,0.0514444,0.0,1.29094336018,103.760607229,52.6277,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28993669335,103.761700561,0.0,0.0,0.00174533,0.0,2.07694180987,118.998,2023-05-29 08:03:52,True,1.29031336015,103.760887229,0.0514444,0.0,1.29102350437,103.760327775,0.0514444,0.0,1.29080588981,103.760208524,0.0514444,0.0,1.29074276781,103.760463241,0.0514444,284.996,1.28422502547,103.759538896,0.0,0.0,1.29068835933,103.76074889,0.0,0.0,1.29091662251,103.76030234,0.0514444,115.999,1.29094020122,103.760561126,0.0514444,0.0,1.29094336018,103.760607229,52.6277,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900.0,1.28986143631,103.761697624,0.102889,0.179214,3.831,220.601,2.07694180987,118.998,2023-05-29 08:04:02,True,1.29031336015,103.760887229,0.0514444,0.0,1.29100710863,103.760335287,0.0514444,0.0,1.29080860762,103.760204637,0.0514444,0.0,1.29074660611,103.760489504,0.0514444,280.997,1.28422502547,103.759538896,0.0,0.0,1.29068835951,103.760753891,0.0,0.0,1.29091990133,103.760304095,0.0514444,115.999,1.29092587196,103.760565075,0.0514444,0.0,1.29095835869,103.760610563,52.6277,295.999
