name,callsign,imonumber,flag,length,type,grosstonnage,mmsinumber,latitudedegrees,longitudedegrees,speedoverground,speedoverwater,courseoverground,courseoverwater,headingoverground,headingoverwater,timestamp,is_stopped,lat_tug_9382528,lon_tug_9382528,sog_tug_9382528,heading_tug_9382528,lat_tug_9386081,lon_tug_9386081,sog_tug_9386081,heading_tug_9386081,lat_tug_9386108,lon_tug_9386108,sog_tug_9386108,heading_tug_9386108,lat_tug_9456472,lon_tug_9456472,sog_tug_9456472,heading_tug_9456472,lat_tug_9511870,lon_tug_9511870,sog_tug_9511870,heading_tug_9511870,lat_tug_9511909,lon_tug_9511909,sog_tug_9511909,heading_tug_9511909,lat_tug_9727338,lon_tug_9727338,sog_tug_9727338,heading_tug_9727338,lat_tug_9813709,lon_tug_9813709,sog_tug_9813709,heading_tug_9813709,lat_tug_9830197,lon_tug_9830197,sog_tug_9830197,heading_tug_9830197,lat_tug_9830202,lon_tug_9830202,sog_tug_9830202,heading_tug_9830202,lat_tug_9868417,lon_tug_9868417,sog_tug_9868417,heading_tug_9868417,lat_tug_9892860,lon_tug_9892860,sog_tug_9892860,heading_tug_9892860,lat_tug_9951604,lon_tug_9951604,sog_tug_9951604,heading_tug_9951604,lat_tug_9951616,lon_tug_9951616,sog_tug_9951616,heading_tug_9951616
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:47:22,True,1.29032335934,103.760873891,0.0,0.0,1.28742506619,103.752671503,1.95489,166.998,1.29103439346,103.760317359,0.0514444,0.0,1.29081339018,103.760148197,0.0514444,0.0,1.29071839924,103.760096666,0.0514444,0.0,1.29071178873,103.760532133,0.0514444,268.995,1.29068502508,103.760740562,0.0,0.0,1.29087755311,103.760170474,0.0514444,130.995,1.29090117632,103.760563146,0.0514444,0.0,1.2902218006,103.760780794,0.0514444,299.998,1.29095169204,103.760583896,52.6277,294.999,1.29063002521,103.760473889,0.0,110.995,1.29049878114,103.760447622,0.102889,98.9978,1.29013140137,103.760769758,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:47:32,True,1.29032502632,103.760873891,0.0,0.0,1.28743817893,103.752784241,1.80056,166.998,1.29102502478,103.76030389,0.0,0.0,1.29081179865,103.76015892,0.0514444,0.0,1.29071845016,103.76010036,0.0514444,0.0,1.29071659307,103.760529501,0.0514444,268.995,1.29068002617,103.760735561,0.0,0.0,1.29087524133,103.760168192,0.0514444,130.995,1.29090192682,103.760557653,0.0514444,0.0,1.29021975592,103.760776634,0.0514444,299.998,1.29095169204,103.760583896,52.6277,294.999,1.29063002521,103.760473889,0.0,110.995,1.2904994565,103.76044026,0.0514444,99.9976,1.29012940942,103.760758254,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:47:42,True,1.29032169237,103.760873891,0.0,0.0,1.28747954907,103.753024028,1.80056,166.998,1.29102502478,103.76030389,0.0,0.0,1.29079708514,103.760160807,0.0514444,0.0,1.2907175844,103.760093296,0.0514444,0.0,1.29071649579,103.760525684,0.0514444,270.0,1.29069169235,103.760722223,0.0,0.0,1.29087260057,103.760165586,0.0514444,130.995,1.29089906073,103.760551844,0.0514444,0.0,1.29022033713,103.760791552,0.0514444,298.998,1.29096502549,103.760578894,52.6277,294.999,1.29063002521,103.760473889,0.0,110.995,1.29050597209,103.760440795,0.0514444,101.997,1.29012634941,103.760763045,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:47:52,True,1.29033002505,103.760873891,0.0514444,0.0,1.28746211368,103.753096026,1.33756,166.998,1.29102502478,103.76030389,0.0,0.0,1.29079115248,103.760161298,0.0514444,0.0,1.29072869731,103.760105914,0.0514444,0.0,1.29071855366,103.760528193,0.0514444,270.0,1.29069169235,103.760722223,0.0,0.0,1.29091807784,103.760248884,0.0514444,120.998,1.29089299532,103.760544737,0.0514444,0.0,1.29022840509,103.760797931,0.0514444,298.998,1.29096835885,103.760562222,52.6277,294.999,1.29062301681,103.760460938,0.0514444,107.996,1.29050705384,103.760437259,0.0514444,101.997,1.29012766778,103.760769907,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:48:02,True,1.29033002505,103.760873891,0.0514444,0.0,1.28746609997,103.753180027,1.33756,166.998,1.29102502478,103.76030389,0.0,0.0,1.2907882667,103.760160482,0.0514444,0.0,1.29072731314,103.760111539,0.0514444,0.0,1.29072344149,103.760514031,0.0514444,271.0,1.29069169241,103.76072389,0.0,0.0,1.29091717049,103.76025199,0.0514444,120.998,1.29087609572,103.760539306,0.0514444,0.0,1.29021985577,103.760790507,0.0514444,298.998,1.29096835885,103.760562222,52.6277,294.999,1.29062434146,103.760457981,0.0514444,107.996,1.29050864965,103.760422727,0.102889,104.996,1.29013212554,103.760769091,0.0514444,294.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:48:13,True,1.29034335868,103.76087389,0.102889,0.0,1.2874408571,103.753244733,1.23467,166.998,1.29103336009,103.76031556,0.0,0.0,1.29078971988,103.760170898,0.0514444,0.0,1.29071214497,103.760118059,0.0514444,0.0,1.29072623663,103.760511591,0.0514444,271.0,1.29068835827,103.760718889,0.0,0.0,1.29091535139,103.760258203,0.0514444,120.998,1.2908580963,103.760526355,0.0514444,0.0,1.29022224469,103.760789314,0.0514444,299.998,1.29096502513,103.760568891,52.6277,295.999,1.29062566611,103.760455023,0.0514444,107.996,1.29051088823,103.760415672,0.102889,104.996,1.2901250312,103.760760571,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:48:22,True,1.29034335868,103.76087389,0.102889,0.0,1.28743107486,103.753388009,1.13178,166.998,1.29103669201,103.760320561,0.0,0.0,1.29078183502,103.760160088,0.0514444,0.0,1.29070890165,103.760121385,0.0514444,0.0,1.29072868293,103.760509459,0.0514444,271.0,1.29067335946,103.760707227,0.0,0.0,1.29091431379,103.760261757,0.0514444,120.998,1.29084361882,103.760522134,0.0514444,0.0,1.29021035114,103.760803565,0.0514444,300.998,1.29096169338,103.760568891,52.6277,295.999,1.29062850527,103.760448697,0.0514444,107.996,1.29051183307,103.760411311,0.0514444,106.996,1.29012704268,103.760762598,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:48:32,True,1.29034835962,103.76087389,0.0,0.0,1.28742446305,103.753469711,1.13178,166.998,1.29103669201,103.760320561,0.0,0.0,1.29078703899,103.760157464,0.0514444,0.0,1.29070590117,103.76012357,0.0514444,0.0,1.29072959907,103.760505414,0.0514444,273.999,1.29068002535,103.760712229,0.0,0.0,1.2909132762,103.760265311,0.0514444,120.998,1.29084100859,103.760508841,0.0514444,0.0,1.29019270688,103.760781812,0.0514444,300.998,1.29096169338,103.760568891,52.6277,295.999,1.29063001757,103.760445318,0.0514444,107.996,1.29051648025,103.760397587,0.0514444,106.996,1.29012825457,103.760755131,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:48:42,True,1.29034669264,103.76087389,0.0,0.0,1.28752345308,103.753823112,1.74911,166.998,1.29104002668,103.760340559,0.0,0.0,1.29078324179,103.760169319,0.0514444,0.0,1.29069338257,103.760132257,0.0514444,0.0,1.29073048464,103.760510915,0.0514444,275.999,1.29068002576,103.760723891,0.0,0.0,1.29091236664,103.760268417,0.0514444,120.998,1.29084176978,103.760493371,0.0514444,0.0,1.29022411963,103.760801081,0.0514444,300.998,1.2909616935,103.760572226,52.6277,295.999,1.29063285673,103.760438983,0.0514444,107.996,1.29051767468,103.760396043,0.102889,107.996,1.29013006295,103.760757903,0.0514444,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:48:52,True,1.29035002659,103.76087389,0.0514444,0.0,1.28753539766,103.753932534,1.74911,166.998,1.29104002668,103.760340559,0.0,0.0,1.29079407404,103.760174855,0.0514444,0.0,1.29069320852,103.76014262,0.0514444,0.0,1.29073155537,103.760507862,0.0514444,275.999,1.29068002576,103.760723891,0.0,0.0,1.29091041949,103.760275068,0.0514444,120.998,1.29084022815,103.76047934,0.0514444,0.0,1.29023333525,103.760794438,0.0514444,301.998,1.2909616935,103.760572226,52.6277,295.999,1.29063418138,103.760436026,0.0514444,107.996,1.29051732575,103.760393823,0.102889,108.995,1.29013074513,103.760755797,0.0514444,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:49:02,True,1.29035002659,103.76087389,0.0514444,0.0,1.28752051705,103.754127431,1.69767,166.998,1.29104169157,103.760343893,0.0,0.0,1.29078964033,103.760169055,0.0514444,0.0,1.29069002693,103.760143314,0.0514444,0.0,1.29073078703,103.760508371,0.0514444,276.998,1.29067669192,103.760727225,0.0,0.0,1.29090951215,103.760278184,0.0514444,120.998,1.29083913764,103.760485035,0.0514444,0.0,1.29023227795,103.760802634,0.0514444,301.998,1.29097002636,103.760577227,52.6277,295.999,1.29063683067,103.760430111,0.0514444,107.996,1.29051845358,103.760381959,0.102889,108.995,1.29013535086,103.760756359,0.0514444,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:49:13,True,1.29035169137,103.76087389,0.0,0.0,1.2875088815,103.754249164,1.69767,166.998,1.29104169139,103.760338892,0.0,0.0,1.29078990097,103.760171977,0.0514444,0.0,1.29069632438,103.760156353,0.0514444,0.0,1.29073200347,103.760504878,0.0514444,276.998,1.29067669192,103.760727225,0.0,0.0,1.290907565,103.760284835,0.0514444,120.998,1.29083709521,103.760481937,0.0514444,0.0,1.29023383883,103.760799273,0.0514444,301.998,1.29097002636,103.760577227,52.6277,295.999,1.29063834518,103.760426733,0.0514444,107.996,1.29052080476,103.760374939,0.102889,108.995,1.29013648563,103.760753331,0.0514444,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:49:22,True,1.29035169137,103.76087389,0.0,0.0,1.28750287557,103.754355849,1.69767,166.998,1.29103835964,103.760338892,0.0,0.0,1.2907859308,103.76016272,0.0514444,0.0,1.29069425553,103.760155519,0.0514444,0.0,1.29073306979,103.760501816,0.0514444,276.998,1.29067669204,103.760730559,0.0,0.0,1.29090665545,103.760287941,0.0514444,120.998,1.29083630952,103.760491379,0.0514444,0.0,1.29022302046,103.760811611,0.0514444,301.998,1.29096502578,103.76058723,52.6277,295.999,1.29063966983,103.760423776,0.0514444,107.996,1.29052315374,103.760367928,0.102889,109.995,1.29014311833,103.760756508,0.0514444,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:49:32,True,1.29033835924,103.760853892,0.0514444,0.0,1.28749669967,103.754463358,1.69767,166.998,1.29103835964,103.760338892,0.0,0.0,1.29078335856,103.760162229,0.0,0.0,1.29069582546,103.760158353,0.0,0.0,1.29073215533,103.760491111,0.0514444,278.998,1.29068002611,103.760733894,0.0,0.0,1.2909057481,103.760291056,0.0514444,120.998,1.29084184963,103.760503804,0.0514444,0.0,1.29024238288,103.760845024,0.0514444,301.998,1.29095836013,103.760588889,52.6277,295.999,1.29064099448,103.760420819,0.0514444,107.996,1.2905229176,103.760370894,0.0514444,114.0,1.2901462799,103.760751638,0.0514444,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:49:42,True,1.29033669226,103.760853893,0.0,0.0,1.28753967565,103.754725828,1.69767,166.998,1.29103335859,103.760335558,0.0,0.0,1.29078169164,103.760163896,0.0,0.0,1.29068956144,103.76015415,0.0514444,0.0,1.29073337398,103.760487618,0.0514444,278.998,1.29068169321,103.760737228,0.0,0.0,1.29090380096,103.760297708,0.0514444,120.998,1.29083731659,103.76049853,0.0514444,0.0,1.29024649407,103.760846174,0.0514444,301.998,1.29095002553,103.760597225,52.6277,295.999,1.29064383143,103.760414483,0.0514444,107.996,1.29052426428,103.760366761,0.0514444,115.999,1.29014370982,103.760750041,0.0514444,295.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:49:52,True,1.29033669226,103.760853893,0.0514444,0.0,1.28754607658,103.754847718,1.69767,166.998,1.29103335859,103.760335558,0.0,0.0,1.29076759463,103.760179375,0.0514444,0.0,1.29069197018,103.760151334,0.0514444,0.0,1.29074261414,103.760488135,0.0514444,279.998,1.29068002653,103.760745556,0.0,0.0,1.2909028914,103.760300814,0.0514444,120.998,1.29089421555,103.760523466,0.0514444,0.0,1.29024614974,103.760849192,0.0514444,301.998,1.29095002553,103.760597225,52.6277,295.999,1.29064534594,103.760411105,0.0514444,107.996,1.29053440266,103.760355766,0.102889,116.999,1.29014021924,103.760753796,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:50:02,True,1.29033669226,103.760853893,0.0514444,0.0,1.28756973569,103.755057786,1.69767,166.998,1.2910350258,103.760342226,0.0,0.0,1.29075835847,103.760167223,0.0,0.0,1.29069890082,103.76015057,0.0514444,0.0,1.29072745375,103.760465041,0.0514444,280.997,1.29070002574,103.760742229,0.0,0.0,1.29090185381,103.760304368,0.0514444,120.998,1.29087972942,103.760524336,0.0514444,0.0,1.29023205359,103.760826563,0.0514444,301.998,1.29095335955,103.760598893,52.6277,295.999,1.29064799524,103.760405199,0.0514444,107.996,1.29053619316,103.760352274,0.102889,116.999,1.29014346929,103.760753621,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:50:13,True,1.29032835911,103.760840564,0.0514444,0.0,1.28758866158,103.755165347,1.69767,166.998,1.29103335883,103.760342227,0.0,0.0,1.29075335992,103.760172224,0.0,0.0,1.29069980823,103.760149403,0.0514444,0.0,1.29072958418,103.760458925,0.0514444,280.997,1.29070002574,103.760742229,0.0,0.0,1.29090003691,103.76031058,0.0514444,120.998,1.29087558314,103.760529759,0.0514444,0.0,1.29020975008,103.760789481,0.0514444,300.998,1.29095835822,103.760597225,52.6277,295.999,1.29064799524,103.760405199,0.0514444,107.996,1.29054144124,103.760348439,0.102889,118.998,1.29014420685,103.760757008,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:50:22,True,1.29032835911,103.760840564,0.0,0.0,1.28760434838,103.755271004,1.69767,166.998,1.29103335883,103.760342227,0.0,0.0,1.2907566919,103.760178893,0.0,0.0,1.29070234285,103.760147367,0.0514444,0.0,1.29072427271,103.760481265,0.0514444,281.997,1.29068669223,103.760745555,0.0,0.0,1.29089912736,103.760313687,0.0514444,120.998,1.29085914673,103.760511148,0.0514444,0.0,1.29023387086,103.760830932,0.0514444,301.998,1.29096335939,103.760603894,52.6277,295.999,1.29065064453,103.760399285,0.0514444,107.996,1.2905526903,103.760340234,0.102889,118.998,1.29014726714,103.760760281,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:50:32,True,1.29032835911,103.760840564,0.0,0.0,1.28764350399,103.755517381,1.69767,166.998,1.29104169169,103.760347228,0.0,0.0,1.29077502641,103.760177225,0.0,0.0,1.29069835982,103.760148894,0.0,0.0,1.29072548915,103.760477773,0.0514444,281.997,1.29071169303,103.760760559,0.0,0.0,1.29089718021,103.760320347,0.0514444,120.998,1.29085680403,103.760508278,0.0514444,0.0,1.29023523523,103.760827493,0.0514444,301.998,1.29096169206,103.760593891,52.6277,295.999,1.29065348369,103.760392949,0.0514444,107.996,1.29053785732,103.760335224,0.0514444,121.998,1.29014800453,103.760758657,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:50:42,True,1.29033502482,103.760840564,0.0,0.0,1.28765556571,103.755632129,1.64622,166.998,1.29104002489,103.76035223,0.0,0.0,1.29077502605,103.760167222,0.0,0.0,1.29069967823,103.76015687,0.0514444,0.0,1.29072655547,103.760474719,0.0514444,281.997,1.29071169303,103.760760559,0.0,0.0,1.29092002498,103.760242224,0.0514444,120.998,1.29085293604,103.760516413,0.0514444,0.0,1.29022278933,103.760831538,0.0514444,300.998,1.29096169206,103.760593891,52.6277,295.999,1.29065499599,103.760389571,0.0514444,107.996,1.29054227092,103.760334294,0.0514444,122.997,1.29014827838,103.760760395,0.0514444,294.999
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:50:52,True,1.2903383583,103.760827226,0.0514444,0.0,1.28766590923,103.755735109,1.64622,166.998,1.29104002489,103.76035223,0.0,0.0,1.29077335937,103.760175558,0.0,0.0,1.29069267876,103.760146543,0.0514444,0.0,1.2907407946,103.760481905,0.0514444,283.997,1.29071169327,103.760767228,0.0,0.0,1.29092411655,103.760250332,0.0514444,120.998,1.29086628786,103.760531391,0.0514444,0.0,1.29022580782,103.760839084,0.0514444,300.998,1.29097169184,103.760597225,52.6277,295.999,1.29063744287,103.760385044,0.0514444,126.996,1.2905458188,103.760327414,0.0514444,123.997,1.29014606615,103.760763589,0.0514444,294.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:51:02,True,1.2903383583,103.760827226,0.0514444,0.0,1.28767746827,103.755928962,1.69767,166.998,1.29103835976,103.760342226,0.0,0.0,1.29077335937,103.760175558,0.0,0.0,1.2906949817,103.760148833,0.0514444,0.0,1.29073533039,103.760493015,0.0514444,284.996,1.29070002506,103.760785559,0.0,0.0,1.29092307895,103.760253886,0.0514444,120.998,1.29087673586,103.760534997,0.0514444,0.0,1.29022812821,103.760835197,0.102889,300.998,1.2909650256,103.760582229,52.6277,295.999,1.2906396903,103.76037848,0.0514444,126.996,1.29054661354,103.760324282,0.0514444,123.997,1.2901434697,103.760765309,0.0514444,294.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:51:13,True,1.29033669353,103.760827226,0.0,0.0,1.28768533683,103.756035382,1.69767,166.998,1.29103835976,103.760342226,0.0,0.0,1.29078127453,103.760169073,0.0514444,0.0,1.29069958758,103.760153404,0.0514444,0.0,1.29073746081,103.760486907,0.0514444,284.996,1.29070002506,103.760785559,0.0,0.0,1.29092126205,103.760260098,0.0514444,120.998,1.29089583549,103.76050446,0.0514444,0.0,1.29022053675,103.760817113,0.0514444,300.998,1.2909650256,103.760582229,52.6277,295.999,1.29064074117,103.760375418,0.0514444,126.996,1.29054820081,103.760317999,0.0514444,123.997,1.29013502651,103.760762229,0.0,294.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:51:22,True,1.29033669353,103.760827226,0.0,0.0,1.28770391554,103.756248767,1.69767,166.998,1.29103835976,103.760342226,0.0,0.0,1.29078453783,103.760168941,0.0514444,0.0,1.29067298622,103.760143498,0.0514444,0.0,1.29073048352,103.760479256,0.0514444,285.996,1.29069335806,103.760748889,0.0,0.0,1.2909203525,103.760263205,0.0514444,120.998,1.29089383502,103.760501907,0.0514444,0.0,1.29022142864,103.760814006,0.0514444,300.998,1.2909416916,103.760562223,52.6277,295.999,1.29064283847,103.760369284,0.0514444,126.996,1.29055563501,103.760321666,0.0514444,125.997,1.29013502651,103.760762229,0.0,294.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:51:32,True,1.29033669353,103.760827226,0.0,0.0,1.28771290792,103.75635517,1.69767,166.998,1.29105169226,103.760310558,0.0,0.0,1.29077335883,103.760160562,0.0,0.0,1.29068333821,103.760117191,0.0514444,0.0,1.29073170217,103.760475755,0.0514444,285.996,1.29069335806,103.760748889,0.0,0.0,1.2909185356,103.760269417,0.0514444,120.998,1.29091619291,103.760515884,0.0514444,0.0,1.29021269165,103.760806995,0.0514444,300.998,1.29094669236,103.76055723,52.6277,295.999,1.29064283847,103.760369284,0.0514444,126.996,1.29055661078,103.760318095,0.0514444,125.997,1.290134258,103.760757894,0.0,294.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:51:42,True,1.29031169152,103.760840556,0.0,0.0,1.28772208639,103.756478745,1.69767,166.998,1.29105169226,103.760310558,0.0,0.0,1.29077335907,103.760167222,0.0,0.0,1.29068597015,103.760119806,0.0514444,0.0,1.29073260749,103.760477939,0.0514444,285.996,1.29071502626,103.760802222,0.0,0.0,1.29091749801,103.760272971,0.0514444,120.998,1.29091402463,103.760512883,0.0514444,0.0,1.29021404287,103.760806206,0.0514444,300.998,1.29094669236,103.76055723,52.6277,295.999,1.29064508811,103.760362721,0.0514444,126.996,1.29055649803,103.76031383,0.0514444,126.996,1.29013354507,103.76076444,0.0514444,293.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:51:52,True,1.29031169152,103.760840556,0.0,0.0,1.28768212681,103.756640642,1.44044,166.998,1.2910550264,103.760315559,0.0,0.0,1.29078502554,103.760162229,0.0,0.0,1.29068765676,103.760113172,0.0514444,0.0,1.29073382393,103.760474447,0.0514444,285.996,1.29070835869,103.760812226,0.0,0.0,1.29091646041,103.760276525,0.0514444,120.998,1.29090937326,103.760533215,0.0514444,0.0,1.29020523914,103.760784655,0.0514444,300.998,1.2909366927,103.76055723,52.6277,296.999,1.29064733774,103.760356157,0.0514444,126.996,1.29055928214,103.760311768,0.0514444,127.996,1.29013366885,103.760768135,0.0514444,293.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:52:02,True,1.29030835977,103.760840556,0.0,0.0,1.28767217085,103.756748204,1.44044,166.998,1.29106169152,103.760298895,0.0,0.0,1.29078502554,103.760162229,0.0,0.0,1.29069054257,103.76011469,0.0514444,0.0,1.29073489025,103.760471393,0.0514444,286.996,1.29070835869,103.760812226,0.0,0.0,1.29091451326,103.760283185,0.0514444,120.998,1.29090981452,103.760524036,0.0514444,0.0,1.29020598751,103.760781514,0.0514444,300.998,1.2909400266,103.760555563,52.6277,296.999,1.29064853652,103.760352656,0.0514444,126.996,1.29056057587,103.760308802,0.0514444,127.996,1.2901398794,103.760758938,0.0514444,293.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:52:13,True,1.29030835977,103.760840556,0.0514444,0.0,1.28764970757,103.756930755,1.44044,166.998,1.29106169152,103.760298895,0.0,0.0,1.29078002651,103.760153893,0.0,0.0,1.29069359837,103.760115804,0.0514444,0.0,1.29073397417,103.760477334,0.0514444,287.996,1.2906966919,103.760745564,0.0,0.0,1.29091360371,103.760286291,0.0514444,120.998,1.29089724431,103.760509084,0.0514444,0.0,1.29020698576,103.7607892,0.0514444,300.998,1.29093669299,103.760565558,52.6277,296.999,1.29065063603,103.760346531,0.0514444,126.996,1.29056693662,103.760301273,0.0514444,127.996,1.29014408782,103.760762492,0.0514444,293.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:52:22,True,1.29030502581,103.760840556,0.0514444,0.0,1.28763189967,103.757022839,1.49189,166.998,1.29105335901,103.760303889,0.0,0.0,1.29078002651,103.760153893,0.0,0.0,1.29069563013,103.760129397,0.0514444,0.0,1.29073504049,103.76047428,0.0,287.996,1.2906966919,103.760745564,0.0,0.0,1.29091178682,103.760292504,0.0514444,120.998,1.29090447951,103.760504828,0.0514444,0.0,1.2902076679,103.760786041,0.0514444,300.998,1.29093836003,103.760567225,52.6277,296.999,1.29065168469,103.760343468,0.0514444,126.996,1.29056280989,103.760297412,0.0514444,129.996,1.29014251161,103.760769407,0.0514444,293.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:52:32,True,1.29030502581,103.760840556,0.0,0.0,1.28761840828,103.757115782,1.49189,166.998,1.29104669265,103.760285558,0.0,0.0,1.29078169349,103.760153893,0.0,0.0,1.29070139065,103.760130862,0.0514444,0.0,1.29074002572,103.760467225,0.0,287.996,1.29070669186,103.760753891,0.0,0.0,1.29091087726,103.76029561,0.0514444,120.998,1.29093512332,103.760507723,0.0514444,0.0,1.29020915817,103.760784093,0.0514444,300.998,1.29093836003,103.760567225,52.6277,296.999,1.29065273555,103.760340406,0.0514444,126.996,1.29056476601,103.760294833,0.0514444,129.996,1.29014113386,103.760769187,0.0514444,293.0
X PRESS GANGES,9V8255  ,9301093,SG,,CS,8971,563054900,1.28986835836,103.761767226,0.0,0.0,3.14159,0.0,2.09439510239,119.998,2023-05-29 06:52:42,True,1.29030835977,103.760840556,0.0514444,0.0,1.28760057878,103.757221177,1.49189,166.998,1.29104669265,103.760285558,0.0,0.0,1.29078697064,103.760160123,0.0514444,0.0,1.29070502712,103.760131643,0.0514444,0.0,1.2907466924,103.760432222,0.0,288.995,1.29071169239,103.760742229,0.0,0.0,1.29090996992,103.760298717,0.0514444,120.998,1.29092760948,103.760499396,0.0514444,0.0,1.29021391424,103.760789981,0.0514444,300.998,1.29093836015,103.760570559,52.6277,296.999,1.2906537842,103.760337343,0.0514444,126.996,1.29057060814,103.76029428,0.0514444,131.995,1.29013761664,103.760768986,0.0514444,294.0
