name_cs,callsign_cs,imonumber_cs,flag_cs,length_cs,type_cs,grosstonnage_cs,mmsinumber_cs,latitudedegrees_cs,longitudedegrees_cs,speedoverground_cs,speedoverwater_cs,courseoverground_cs,courseoverwater_cs,headingoverground_cs,headingoverwater_cs,timestamp,is_stopped,name_tug,callsign_tug,imonumber_tug,flag_tug,length_tug,type_tug,grosstonnage_tug,mmsinumber_tug,latitudedegrees_tug,longitudedegrees_tug,speedoverground_tug,speedoverwater_tug,courseoverground_tug,courseoverwater_tug,headingoverground_tug,headingoverwater_tug,dist_m
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26214400385,103.765705771,5.24733,10.2595,5.41576,310.389,5.41052068118,309.996,2023-06-23 08:07:54,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26066256588,103.766625681,6.019,11.6996,5.41401,310.89,5.0789081233,290.995,193.89037305061316
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26365828526,103.764026531,5.19589,10.0894,5.44717,311.954,5.4279739737,310.995,2023-06-23 08:08:44,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26221270012,103.765036004,6.019,11.5828,5.49255,317.312,5.18362787842,296.999,196.03943393142507
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26413580106,103.763493135,5.19589,10.0841,5.45764,312.578,5.41052068118,309.996,2023-06-23 08:08:54,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26275359195,103.764500009,5.96756,11.5749,5.51175,315.953,5.11381470834,293.0,190.133713076091
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26434400558,103.763267389,5.14444,10.0017,5.4559,312.558,5.41052068118,309.996,2023-06-23 08:09:04,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26300894182,103.764210251,6.019,11.6746,5.46463,313.313,5.11381470834,293.0,181.7263835757924
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26477884995,103.762790363,5.14444,9.9886,5.45415,312.476,5.41052068118,309.996,2023-06-23 08:09:14,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26361597484,103.763595219,6.019,11.6709,5.47859,314.123,5.04400153826,288.995,157.24379563617248
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26504104185,103.762510151,5.093,9.90392,5.45939,312.773,5.41052068118,309.996,2023-06-23 08:09:24,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26383248924,103.763273312,6.019,11.689,5.41576,310.684,5.04400153826,288.995,158.9243747585662
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26521095057,103.762312258,5.093,9.89188,5.45415,312.531,5.41052068118,309.996,2023-06-23 08:09:34,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26408971798,103.762986168,6.019,11.689,5.41576,310.684,5.06145483078,289.995,145.45282447325192
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26563193974,103.761862618,5.04156,9.79516,5.4559,312.587,5.41052068118,309.996,2023-06-23 08:09:44,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26464161354,103.762375639,6.07044,11.8262,5.4367,311.735,5.11381470834,293.0,124.01142141240588
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26583283448,103.761658301,4.99011,9.70872,5.46637,313.215,5.41052068118,309.996,2023-06-23 08:09:54,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.2648988405,103.76217318,5.65889,11.0923,5.49081,314.787,5.14872129338,294.999,118.5838429810648
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26605669824,103.761429518,4.93867,9.62346,5.47859,313.854,5.41052068118,309.996,2023-06-23 08:10:04,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26513177514,103.761976741,5.65889,10.2204,5.49081,317.235,5.14872129338,294.999,119.49133620431073
MAERSK LAVRAS,VRJH6   ,9526928,HK,,CS,89687,477535200.0,1.26651173754,103.760968128,4.88722,9.51221,5.48732,314.338,5.39306738866,308.996,2023-06-23 08:10:14,False,STAR TITAN,9VHY6   ,9511909,SG,,TU,394,566657000,1.26564152584,103.7615142,5.093,10.0186,5.54317,317.831,5.11381470834,293.0,114.22904150030209
