name_cs,callsign_cs,imonumber_cs,flag_cs,length_cs,type_cs,grosstonnage_cs,mmsinumber_cs,latitudedegrees_cs,longitudedegrees_cs,speedoverground_cs,speedoverwater_cs,courseoverground_cs,courseoverwater_cs,headingoverground_cs,headingoverwater_cs,timestamp,is_stopped,name_tug,callsign_tug,imonumber_tug,flag_tug,length_tug,type_tug,grosstonnage_tug,mmsinumber_tug,latitudedegrees_tug,longitudedegrees_tug,speedoverground_tug,speedoverwater_tug,courseoverground_tug,courseoverwater_tug,headingoverground_tug,headingoverwater_tug,dist_m
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25585284676,103.768980259,1.54333,2.99655,0.406662,22.9058,0.244346095279,13.9966,2023-06-06 10:33:30,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25648605203,103.76782742,5.29878,10.3091,2.75587,158.078,2.65290046303,151.996,146.22652634279893
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.2559634458,103.769012108,1.49189,2.89868,0.37001,21.2306,0.209439510239,11.9971,2023-06-06 10:33:40,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25621441535,103.768016067,5.29878,9.72888,2.75587,152.513,2.65290046303,142.998,114.19056595924745
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25610028049,103.769045211,1.49189,2.90161,0.336849,19.1632,0.191986217719,10.9973,2023-06-06 10:33:50,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25593530129,103.768162271,4.99011,9.71164,2.65639,152.46,2.49582083035,142.998,99.85444363483565
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25620164501,103.769080456,1.49189,2.90161,0.336849,19.1632,0.191986217719,10.9973,2023-06-06 10:34:00,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25565268709,103.768571374,3.85833,7.52408,2.30558,132.801,1.85004900711,105.996,83.23998845350853
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25639925759,103.769128482,1.44044,2.7854,0.296706,17.0439,0.174532925199,9.99756,2023-06-06 10:34:10,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25565268709,103.768571374,3.85833,7.52408,2.30558,132.801,1.85004900711,105.996,103.57183419949783
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25648978541,103.76915648,1.44044,2.79292,0.282743,16.1645,0.157079632679,8.9978,2023-06-06 10:34:20,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25566975584,103.768973105,2.72656,5.26739,1.65283,94.869,1.18682389136,67.9999,93.43409547746138
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25657676057,103.769181064,1.44044,2.79292,0.282743,16.1645,0.157079632679,7.99805,2023-06-06 10:34:30,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.255641638,103.769364466,2.72656,5.28515,1.65283,94.6411,1.18682389136,67.9999,105.96090943121861
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25666618433,103.769205788,1.44044,2.78235,0.270526,15.3955,0.13962634016,7.99805,2023-06-06 10:34:40,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25598030968,103.769431275,2.315,4.48021,0.977384,55.9652,0.436332312999,24.9994,80.27965532412934
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25687512143,103.769256982,1.389,2.68258,0.244346,13.8349,0.10471975512,5.99854,2023-06-06 10:34:50,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25606226039,103.769551995,2.315,4.48021,0.977384,55.9652,0.436332312999,24.9994,96.15204069085749
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25695233507,103.769271712,1.389,2.69249,0.232129,12.9326,0.0872664625997,4.99878,2023-06-06 10:35:00,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25615591913,103.769689947,2.315,4.48021,0.977384,55.9652,0.436332312999,24.9994,100.02073255218305
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25705032549,103.76929412,1.389,2.69249,0.232129,12.9326,0.0872664625997,4.99878,2023-06-06 10:35:10,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.2566416036,103.769562884,2.41789,4.6816,0.23911,13.69,0.0,24.9994,54.38931565745126
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25722907206,103.769328432,1.33756,2.59996,0.219911,11.646,0.0698131700798,3.99902,2023-06-06 10:35:20,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25676374395,103.769504555,2.00633,3.89255,0.0523599,2.86241,0.0174532925199,0.999756,55.32264789226272
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25730933071,103.769352227,1.33756,2.59611,0.198968,11.2258,0.0523598775598,2.99927,2023-06-06 10:35:30,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25690870189,103.769512096,2.00633,3.89255,0.0523599,2.86241,0.0174532925199,0.999756,47.96218181079517
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25739225519,103.769368554,1.28611,2.59611,0.185005,11.2258,0.0349065850399,1.99951,2023-06-06 10:35:40,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25712317027,103.769506395,1.74911,3.38369,0.0331613,1.64598,6.26573201466,358.995,33.616506461159126
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.2576014756,103.769406673,1.28611,2.48303,0.185005,9.46232,0.0349065850399,1.99951,2023-06-06 10:35:50,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25723383688,103.769510042,1.74911,3.38369,0.0331613,1.64598,6.26573201466,358.995,42.463977368300306
MSC VAIGA III,5LBX4   ,9315836,LR,,CS,28927,636021031,1.25767552859,103.769403302,1.28611,2.49616,0.153589,8.5087,0.0,1.99951,2023-06-06 10:36:00,False,PSA OAK,9V3289  ,9853694,SG,,TU,491,563069230,1.25736031441,103.769514206,1.74911,3.38369,0.0331613,1.64598,6.26573201466,358.995,37.15537378019774
