name_cs,callsign_cs,imonumber_cs,flag_cs,length_cs,type_cs,grosstonnage_cs,mmsinumber_cs,latitudedegrees_cs,longitudedegrees_cs,speedoverground_cs,speedoverwater_cs,courseoverground_cs,courseoverwater_cs,headingoverground_cs,headingoverwater_cs,timestamp,is_stopped,name_tug,callsign_tug,imonumber_tug,flag_tug,length_tug,type_tug,grosstonnage_tug,mmsinumber_tug,latitudedegrees_tug,longitudedegrees_tug,speedoverground_tug,speedoverwater_tug,courseoverground_tug,courseoverwater_tug,headingoverground_tug,headingoverwater_tug,dist_m
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.2844075629,103.759784311,0.514444,0.987542,0.626573,36.1932,2.23402144255,127.996,2023-06-02 05:44:42,False,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28533002636,103.760133893,52.6277,0.0,6.28319,0.0,3.71755130675,212.997,109.68831207848848
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28443560979,103.759806616,0.514444,0.987542,0.626573,36.1932,2.23402144255,127.996,2023-06-02 05:44:52,False,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.285351692,103.760177222,52.6277,0.0,6.28319,0.0,3.75245789179,214.997,109.87985139122354
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28447243126,103.759837879,0.565889,1.08473,0.630064,36.2538,2.28638132011,130.995,2023-06-02 05:45:02,False,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28539335995,103.760242224,52.6277,0.0,6.28319,0.0,3.78736447683,216.996,111.83370345612285
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.2845305594,103.759875749,0.565889,0.987542,0.630064,36.1932,2.30383461263,131.995,2023-06-02 05:45:12,False,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28542169159,103.760293889,52.6277,0.0,6.28319,0.0,3.78736447683,216.996,109.450478080083
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28455862275,103.759895412,0.514444,0.976189,0.621337,35.2724,2.32128790515,132.995,2023-06-02 05:45:22,False,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28543669234,103.76036056,52.6277,0.0,6.28319,0.0,3.90953752447,223.995,110.48434767847644
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28457984789,103.759906828,0.463,0.880113,0.544543,30.5297,2.33874119767,133.995,2023-06-02 05:45:32,True,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28545002546,103.760408891,52.6277,0.0,6.28319,0.0,3.78736447683,216.996,111.70245680190773
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.2846277703,103.759924647,0.411556,0.794126,0.390954,21.541,2.33874119767,133.995,2023-06-02 05:45:42,True,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.2854566927,103.760452229,52.6277,0.0,6.28319,0.0,3.78736447683,216.996,109.24951747620995
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28463925695,103.75992298,0.308667,0.594702,0.219911,11.3099,2.33874119767,133.995,2023-06-02 05:45:52,True,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28541002665,103.760467227,52.6277,0.0,6.28319,0.0,4.17133691227,238.997,104.90943791959013
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28468178597,103.759925111,0.308667,0.583477,0.0488692,1.90915,2.30383461263,131.995,2023-06-02 05:46:02,True,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28535002546,103.760502223,52.6277,0.0,6.28319,0.0,4.69493568786,268.995,98.16911181876452
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28469391171,103.759920819,0.257222,0.487514,6.18196,355.426,2.28638132011,130.995,2023-06-02 05:46:12,True,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28530169249,103.760518897,52.6277,0.0,6.28319,0.0,4.97418836818,284.996,94.80401993366095
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28471565398,103.759914746,0.257222,0.480881,5.96728,345.964,2.25147473507,128.996,2023-06-02 05:46:22,True,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28526669231,103.760512229,52.6277,0.0,6.28319,0.0,5.21853446346,298.998,90.36595219945713
CAT LAI EXPRESS,9V5893  ,9555230,SG,,CS,18848,563177100,1.28475554053,103.759897283,0.257222,0.487514,5.84162,336.501,2.21656815003,126.996,2023-06-02 05:46:32,True,PSA TAURUS,9V6442  ,9868417,SG,,TU,333,563070140,1.28527169354,103.760520556,52.6277,0.0,6.28319,0.0,5.3407075111,305.997,89.97090617950792
