name_cs,callsign_cs,imonumber_cs,flag_cs,length_cs,type_cs,grosstonnage_cs,mmsinumber_cs,latitudedegrees_cs,longitudedegrees_cs,speedoverground_cs,speedoverwater_cs,courseoverground_cs,courseoverwater_cs,headingoverground_cs,headingoverwater_cs,timestamp,is_stopped,name_tug,callsign_tug,imonumber_tug,flag_tug,length_tug,type_tug,grosstonnage_tug,mmsinumber_tug,latitudedegrees_tug,longitudedegrees_tug,speedoverground_tug,speedoverwater_tug,courseoverground_tug,courseoverwater_tug,headingoverground_tug,headingoverwater_tug,dist_m
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26348190876,103.791053664,0.514444,0.99117,5.83987,334.44,0.488692190558,27.9987,2023-07-23 10:40:42,False,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.2632069528,103.791214085,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,35.39479093113668
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26351912885,103.791019709,0.463,0.890145,5.72643,328.392,0.506145483078,28.9984,2023-07-23 10:40:52,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26322475622,103.791183197,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,37.439940802893155
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26354566403,103.790987948,0.411556,0.781899,5.66534,325.125,0.523598775598,29.9982,2023-07-23 10:41:02,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26324510307,103.791147901,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,37.85683738741084
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26357475923,103.790965853,0.308667,0.583153,5.65487,323.13,0.523598775598,29.9982,2023-07-23 10:41:12,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26328325361,103.791081716,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,34.87928648554763
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.263562912,103.790962312,0.308667,0.583153,5.64614,323.13,0.523598775598,29.9982,2023-07-23 10:41:22,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26330360046,103.791046415,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,30.312061397299605
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26357933719,103.790958583,0.308667,0.383386,5.64614,329.534,0.523598775598,29.9982,2023-07-23 10:41:32,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26332140415,103.791015532,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,29.371264789453843
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26361002754,103.790957314,0.205778,0.391191,5.82242,333.435,0.506145483078,28.9984,2023-07-23 10:41:42,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26335955442,103.790949344,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,27.865429505867887
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26366027038,103.790930063,0.154333,0.296715,5.7369,328.392,0.506145483078,28.9984,2023-07-23 10:41:52,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26337990154,103.790914047,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,31.226393149537774
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26366981095,103.790924302,0.154333,0.296715,5.7369,328.392,0.506145483078,28.9984,2023-07-23 10:42:02,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26339770496,103.790883159,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,30.600551509758496
CAPE ARAXOS,5BMM4   ,9696084,CY,,CS,25165,210403000,1.26368649693,103.790895187,0.154333,0.280345,5.69675,326.31,0.506145483078,28.9984,2023-07-23 10:42:12,True,PSA VISION,9V7732  ,9813709,SG,,TU,493,563147700,1.26343839864,103.790812561,0.565889,1.09702,5.2325,299.745,5.39306738866,308.996,29.076250271737596
