name_cs,callsign_cs,imonumber_cs,flag_cs,length_cs,type_cs,grosstonnage_cs,mmsinumber_cs,latitudedegrees_cs,longitudedegrees_cs,speedoverground_cs,speedoverwater_cs,courseoverground_cs,courseoverwater_cs,headingoverground_cs,headingoverwater_cs,timestamp,is_stopped,name_tug,callsign_tug,imonumber_tug,flag_tug,length_tug,type_tug,grosstonnage_tug,mmsinumber_tug,latitudedegrees_tug,longitudedegrees_tug,speedoverground_tug,speedoverwater_tug,courseoverground_tug,courseoverwater_tug,headingoverground_tug,headingoverwater_tug,dist_m
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.26951877622,103.75660691,3.34389,6.4742,5.24297,300.492,5.35816080362,306.996,2023-07-02 18:58:48,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.26878857609,103.755143494,0.514444,0.985435,5.90096,337.989,8.91863247769,0.0,181.82080834841298
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.26965082479,103.756389388,3.34389,6.45746,5.24297,300.579,5.35816080362,306.996,2023-07-02 18:58:58,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.26882310979,103.755129699,0.514444,0.985435,5.90096,337.989,8.91863247769,0.0,167.5744780509884
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.26980023074,103.756227664,3.34389,6.46412,5.24297,303.594,5.35816080362,306.996,2023-07-02 18:59:08,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.26884265619,103.75513635,0.463,0.886529,6.00568,344.745,8.91863247769,0.0,161.41776677186198
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.27004706475,103.755878947,3.34389,6.46719,5.33547,305.458,5.39306738866,308.996,2023-07-02 18:59:18,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.26909351233,103.755082165,1.23467,2.38721,6.10516,350.154,8.91863247769,0.0,138.1599588692101
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.27017156046,103.755704843,3.29244,6.38132,5.33722,305.578,5.41052068118,309.996,2023-07-02 18:59:28,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.26929967594,103.755088563,2.21211,4.29418,6.14879,352.457,8.91863247769,0.0,118.7131305861509
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.27017156046,103.755704843,3.29244,6.38132,5.33722,305.578,5.41052068118,309.996,2023-07-02 18:59:38,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.26945827717,103.755067261,2.21211,4.29418,6.14879,352.457,8.91863247769,0.0,106.36910539506005
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.27054192658,103.755204415,3.29244,6.37987,5.35467,306.451,5.41052068118,309.996,2023-07-02 18:59:48,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.26982716282,103.754888138,2.41789,5.28361,6.12087,336.359,8.91863247769,0.0,86.90786760571946
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.27054192658,103.755204415,3.29244,6.37987,5.35467,306.451,5.41052068118,309.996,2023-07-02 18:59:58,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.27000324092,103.754802244,2.82944,5.48571,5.80671,332.799,8.91863247769,0.0,74.74452053451505
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.27082607441,103.754836901,3.29244,6.39144,5.35467,306.591,5.41052068118,309.996,2023-07-02 19:00:08,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.27000324092,103.754802244,2.82944,5.48571,5.80671,332.799,8.91863247769,0.0,91.57599054845315
PSA CONNECTIVITY,9V7551  ,9105968,SG,,CS,16800,563075940,1.27097558633,103.754648458,3.29244,6.39144,5.35467,306.591,5.41052068118,309.996,2023-07-02 19:00:18,False,PSA POLARIS,9V5829  ,9830197,SG,,TU,333,563066530,1.27050584329,103.754413066,3.34389,6.4819,5.61996,322.065,8.91863247769,0.0,58.42133894727226
